ID;APLICA;Estado;Subaplicación;Funcionalidades;Severidad;Prioridad;Título;Descripción;Descripción PC1;Verificado PC1;Descripción PC2;Verificado PC2;Descripción PC3;Verificado PC3;Descripción P1;Entrada Manual P1;SCT TEST P1;SCT ANTE P1;Resultado Esperado P1;RESULTADO CP;Salida Obtenida P1;Descripción P2;Entrada Manual P2;SCT TEST P2;SCT ANTE P2;Resultado Esperado P2;Salida Obtenida P2;Descripción P3;Entrada Manual P3;SCT TEST P3;SCT ANTE P3;Resultado Esperado P3;Salida Obtenida P3;Comentarios;Dependencias CPs;Items
CPSCM176;SGP;Definición;BASELINER;TIP:SEGURIDAD;Mayor;900;sg-002-02 Prueba de pases para ROL-AN;"Un analista debe poder crear paquetes en Harvest y puede lanzar pases al entorno de ANTE y PROD, pero no podrá aprobar o rechazar pases a producción en ventana urgente.  Por lo que no deberá salirle la opción de  ""Aprobación"", en el menú ""Pases"". En caso de que saliera esta opción, al pulsar sobre ella, deberá salirle un mensaje de error como que no tiene permiso para ejecutarla.
Un implantador o analista de una aplicación podrá visualizar los logs de la consola j2ee así como reiniciar, parar o iniciar la aplicación en los entornos de TEST y ANTE";Esta prueba debe hacerse con el usuario infpa53 (solamente es analista de sct). ;;;;;;Acceder a Baseliner con el usuario infapa53;;;;"1.- Comprobar que puede lanzar pases a Ante o a prod. Para ello planificará un pase a Ante y otro a Prod, éste último en ventana urgente.
2.- Comprobar que no puede aprobar/rechazar un pase en ventana urgente. Para ello intentará aprobar el que planificó, en el caso anterior. O no le sale la opción de Aprobar o la tendrá desactivada o mostrará un mensaje de error. 

Un implantador o analista de una aplicación podrá visualizar los logs de la consola j2ee así como reiniciar, parar o iniciar la aplicación en los entornos de TEST y ANTE";;;;;;;;;;;;;;;;;
CPSCM177;SGP;Definición;BASELINER;TIP:SEGURIDAD;Mayor;900;sg-002-03 Prueba de pases para ROL-AN y ROL-PR para otra aplicación.;Comprobar que un rol-AN que solamente sea rol-PR para otra aplicación no pueda lanzar pases de la aplicación que no es AN;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPSCM178;SGP;Definición;BASELINER;TIP:SEGURIDAD;Mayor;900;sg-002-04 Prueba de pases para ROL-AN, comprobación códigos CAM.;Comprobaciones de códigos CAM en los que puede hacer actuar. (si no está dado de alta en un rol de un cam no puede hacer nada);;;;;;;Acceder a Baseliner con ROL-AN exclusivamente.;;;;Comprobaciones de códigos CAM en los que puede hacer actuar. (si no está dado de alta en un rol de un cam no puede hacer nada);;;;;;;;;;;;;;;;;
CPSCM179;SGP;Definición;BASELINER;TIP:SEGURIDAD;Mayor;900;sg-003-05 Prueba de pases para ROL-RA;Visualización de los pases. (todos, de una determinada naturaleza, de todas las naturalezas);;;;;;;Acceder a Baseliner con ROL-RA exclusivamente.;;;;"Comprobar que visualiza los pases:
* Todos
* De una determinada naturaleza
* De todas las naturalezas.";;;;;;;;;;;;;;;;;
CPSCM180;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml no intenta nada;Pase normal, pero con el control activado para no porder hacer nada fuera  del dir de su CAM y el build.xml no intenta nada ;Control activado para no porder hacer nada fuera  del dir de su CAM;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que termina ok, por que el build.xml no se extralimita en la seguridad.";;;;;;;;;;;;;;;;;
CPSCM181;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml intenta crear n tar en /tmp sin permisos.;Pase normal, pero con el control activado para no porder hacer nada fuera  del dir de su CAM y el build.xml intenta crear n tar  en /tmp .;Control activado para no porder hacer nada fuera  del dir de su CAM;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Debe terminar mal al intentar escribir en /tmp. Debe de ser asi . ";;;;;;;;;;;;;;;;;
CPSCM182;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml intenta crear n tar en /tmp con permisos.;Pase normal, pero con el control activado para porder escribir en /tmp y  nada mas fuera  del dir de su CAM y el build.xml intenta crear n tar  en /tmp .;Control activado para poder escribir en /tmp y nada más fuera del dir de su CAM;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Termina ok, y asi debe ser, permite la creacion del tar en /tmp ";;;;;;;;;;;;;;;;;
CPSCM183;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml delete sin permisos;Pase normal, pero con el control activado para NO porder ejecutar delete en el directorio /tmp y  nada mas fuera  del dir de su CAM y el build.xml intenta ejecutar un delete  /tmp/sctwas7.tar .;Control activado para NO poder ejecutar delete en el directorio /tmp y nada más fuera del dir de su CAM.;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Termina mal, porque no hay permisos. Prueba correcta.";;;;;;;;;;;;;;;;;
CPSCM184;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml delete con permisos;Pase normal, pero con el control activado para porder ejecutar delete en el directorio /tmp y nada mas fuera  del dir de su CAM y el build.xml intenta ejecutar un delete  /tmp/sctwas7.tar .;Control activado para poder ejecutar delete en el directorio /tmp y nada más fuera del dir de su CAM.;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Permite crear el tar y borrarlo, finalizado ok.";;;;;;;;;;;;;;;;;
CPSCM185;;Definición;DISTRIBUIDOR;TIP:SEGURIDAD;Mayor;900;Build.xml intenta escribir en /tmp con control in filtro;Pase normal con control activado, in filtro para poder escribir nada fuera de su carpeta y se intenta escribir el tar en /tmp , por lo que debe de fallar ;Control activado, in filtro para poder escribir nada fuera de su carpeta.;;;;;;Realizar pase normal.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
El ANT falla, pero la prueba es correcta al no tener que dejarlo escribir fuera del directorio del cam.";;;;;;;;;;;;;;;;;
CPSCM186;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-001 Pase a producción en ventana normal;Un pase a producción en ventana normal no será necesario aprobarlo. Se planificará un pase a producción en ventana normal y se comprobará que el pase se ejecuta.  ;La ventana de planificación debe ser normal.;OK;;;;;Planificar pase a producción en ventana normal;;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. NO es necesaria aprobación para su ejecución.

La ejecución del pase puede finalizar correcta o incorrectamente, lo importante es que se planifique y se lance correctamente. Si es necesario que finalice correctamente si luego se reutiliza para la Marcha Atrás.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_PROD0000025890).mht;;;;;;;;;;;;;Se comprueba el log y se verifica su planificación y lanzamiento en la fecha y hora correctos. Además se comprueba que se reciben los tres correos de Planificado, Iniciado y Finalizado y que no se requiere aprobación para su lanzamiento.;;
CPSCM187;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-002 Pase a producción en ventana urgente;Un pase a producción en ventana urgente es necesario aprobarlo. Se planificará un pase a producción en ventana urgente y se comprobará que el pase no se lanza hasta que no se apruebe. ;La ventana de planificación debe ser urgente.;;;;;;Planificar pase a producción en ventana urgente.;;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. Se requiere aprobación para que se ejecute.
2. El pase no se lanza hasta que esté aprobado.

La ejecución del pase puede finalizar correcta o incorrectamente, lo importante es que se planifique y se lance correctamente UNA VEZ HAYA SIDO APROBADO. Sí es necesario que finalice correctamente si luego se reutiliza para la Marcha Atrás.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_PROD0000025892).mht;;;;;;;;;;;;;"Se comprueba el log y se verifica su planificación y lanzamiento exclusivamente cuando ha sido APROBADO. Se puede comprobar también la recepción de los correos enviados tanto de solicitud de aprobación, como confirmación de que ha sido aprobado y los normales de planificado, iniciado y finalizado.
Se planificó en ventana urgente el 27/06/2013 a las 16:45 y no se inició hasta recibir aprobación.";;
CPSCM188;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-003 Pase a producción de marcha atrás en ventana normal.;Un pase a producción de marcha atrás en ventana normal no será necesario aprobarlo. Se planificará un pase a producción en ventana normal y se comprobará que el pase se ejecuta.  ;La ventana de planificación debe ser normal y el pase de marcha atrás.;;;;;;Planificar un pase a producción de marcha atrás en ventana normal.;;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. NO es necesaria aprobación para que se ejecute.

La ejecución de la Marcha atrás finaliza correctamente.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (B_PROD0000025891).mht;;;;;;;;;;;;;Se comprueba el log y se verifica su planificación y lanzamiento en la fecha y hora correctos. Además se comprueba que se reciben los tres correos de Planificado, Iniciado y Finalizado y que no se requiere aprobación para su lanzamiento.;CPSCM186;
CPSCM189;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-004 Pase a producción de marcha atrás en ventana urgente.;Un pase a producción de marcha atrás en ventana urgente es necesario aprobarlo. Se planificará un pase a producción en de marcha atrás ventana urgente y se comprobará que el pase no se lanza hasta que no se apruebe. ;La ventana de planificación debe ser urgente y el pase de marcha atrás.;;;;;;Planificar un pase a producción de marcha atrás en ventana urgente.;;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. Se requiere aprobación para que se ejecute.
2. El pase no se lanza hasta que esté aprobado.

La ejecución Marcha atrás finaliza correctamente.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (B_PROD0000025894).mht;;;;;;;;;;;;;"Se comprueba el log y se verifica su planificación y lanzamiento exclusivamente cuando ha sido APROBADO. Se puede comprobar también la recepción de los correos enviados tanto de solicitud de aprobación, como confirmación de que ha sido aprobado y los normales de planificado, iniciado y finalizado.
Se planificó en ventana urgente el 27/06/2013 a las 17:30 y no se inició hasta recibir aprobación.";CPSCM187;
CPSCM190;;Definición;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-005 Pase a producción Correctivo en ventana normal;Un pase a producción correctivo en ventana normal no será necesario aprobarlo. Se planificará un pase a producción correctivo  en ventana normal y se comprobará que el pase se ejecuta.  ;La ventana de planificación debe ser normal y el pase correctivo.;;;;;;Planificar un pase a producción correctivo en ventana normal.;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. NO es necesaria aprobación para que se ejecute.

La ejecución del pase finaliza correctamente.";;;;;;;;;;;;;;;;;
CPSCM191;;Definición;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-006 Pase a producción Correctivo en ventana urgente;Un pase a producción correctivo en ventana urgente es necesario aprobarlo. Se planificará un pase a producción correctivo en ventana urgente y se comprobará que el pase no se lanza hasta que no se apruebe. ;La ventana de planificación debe ser urgente y el pase correctivo.;;;;;;Planificar un pase a producción correctivo en ventana urgente.;;;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. Se requiere aprobación para que se ejecute.
2. El pase no se lanza hasta que esté aprobado.

La ejecución del pase finaliza correctamente.";;;;;;;;;;;;;;;;;
CPSCM192;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-007 Pase a ANTE en ventana URGENTE no requiere aprobación.;Un pase al entorno de ANTE en ventana URGENTE no será necesario aprobarlo. Se realizará un pase a ANTE en ventana URGENTE y se comprobará que el pase se ejecuta sin aprobación.  ;La ventana de planificación debe ser urgente y el pase a ANTE.;;;;;;Realizar un pase a ANTE en ventana URGENTE.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar:
1. NO es necesaria aprobación para que se ejecute.

La ejecución del pase se realiza sin aprobación siendo en ventana urgente.";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\Log Pase (N_ANTE0000025898).mht;;;;;;;;;;;;;Se comprueba que el pase se realiza sin necesidad de aprobación en ventana urgente al entorno ANTE.;;
CPSCM193;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-008 Pase fuera de rango (ventana horaria cerrada) a TEST/ANTE desde HARVEST y PROD desde el monitor de pases.;Un pase no puede lanzarse si la ventana horaria está cerrada (No en ventana urgente sino que no hay franja horaria para realizar ningún pase. Se intentará lanzar/planificar un pase cuando no hay ventana horaria disponible para nadie.;"Se debe dar la circunstancia de que no haya ventana horaria disponible para nadie.
Definir una ventana ""No Pase"" que aplique al pase a realizar, puede ser por entorno o común.
Verificar prioridad de los calendarios.";;;;;;Realizar un pase a TEST desde HARVEST sin ventana horaria disponible.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Comprobar salida Log de Harvest. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
El pase no debe ejecutarse. Debe dar error. ";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM193 Distribución TEST VENTANA NO PASE).txt;Realizar un pase a ANTE del paquete anterior desde HARVEST sin ventana horaria disponible.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Comprobar salida Log de Harvest. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
El pase no debe ejecutarse. Debe dar error. ";\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM193 Distribución ANTE VENTANA NO PASE).txt;Planificar un pase a PROD del paquete anterior desde el monitor de pases sin ventana horaria disponible.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Al intentar planificar el pase desde el monitor de pases, al existir una ventana definida como ""No Pase"", no se deben mostrar las franjas horarias correspondientes a dicha ventana por lo que no se debe poder planificar el pase.";\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM193 Distribución PROD VENTANA NO PASE).bmp;"Se accede al monitor de pase y se comprueba que al intentar planificar un pase el sistema no permite seleccionar las franjas horarias correspondientes a la ventana definida como ""No Pase"".";;
CPSCM194;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-009 Pase con ventana cerrada para su naturaleza a TEST/ANTE desde HARVEST y PROD desde el monitor de pases.;Cerrar ventana para una naturaleza e intentar realizar un pase de esa naturaleza. El pase no debe ejecutarse. Debe dar error. ;"Se debe cerrar ventana para la naturaleza del pase.
Utilizar calendario GENERAL ORACLE con prioridad superior al calendario general (común).";;;;;;Realizar un pase a TEST desde HARVEST sin ventana horaria disponible para la naturaleza.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Comprobar salida Log de Harvest. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
El pase no debe ejecutarse. Debe dar error. ";Correcto;\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM194 Distribución TEST VENTANA NO PASE NATURALEZA).txt;Realizar un pase a ANTE del paquete anterior desde HARVEST sin ventana horaria disponible para la naturaleza.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Comprobar salida Log de Harvest. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
El pase no debe ejecutarse. Debe dar error. ";\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM194 Distribución ANTE VENTANA NO PASE NATURALEZA).txt;Planificar un pase a PROD del paquete anterior desde el monitor de pases sin ventana horaria disponible para la naturaleza.;;SCT.N-000234 PRUEBA_ORACLE_01;;"Al intentar planificar el pase desde el monitor de pases, al existir una ventana definida como ""No Pase"" para la naturaleza, no se deben mostrar las franjas horarias correspondientes a dicha ventana de la naturaleza por lo que no se debe poder planificar el pase.";\\Cntdat01\grp1$\inf\Gen36c2\Productos\SCM\Proyecto Sistema de Gestión de Pruebas SCM\4. Pruebas\Ejecución\2ª Ejecución - 26062013\SCT.N-000234 PRUEBA_ORACLE_01 (CPSCM194 Distribución PROD VENTANA NO PASE NATURALEZA).bmp;"Se accede al monitor de pase y se comprueba que al intentar planificar un pase el sistema no permite seleccionar las franjas horarias correspondientes a la ventana definida como ""No Pase"" para la naturaleza afectada..";;
CPSCM195;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-010 Pase de más de una naturaleza con ventana cerrada para una de ellas.;Cerrar ventana para una naturaleza e intentar realizar un pase con paquetes de varias naturalezas. El pase no debe ejecutarse. Debe mostrar un mensaje de error. ;"Pase con más de una naturaleza.
Se debe cerrar ventana para una de las naturalezas del pase y el calendario para la naturaleza con ventana cerrada debe tener prioridad igual o superior.";;;;;;Realizar un pase a TEST desde HARVEST de ambas naturalezas.;;"SCT.N-000234 PRUEBA_ORACLE_01
SCT.N-000250 PRUEBA_J2EE_NORMAL_01 (sctmain 6.1)";;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
El pase no debe ejecutarse. Debe dar error. ";;;;;;;;;;;;;;;;;
CPSCM196;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-011 Dar de alta una franja horaria de pase.;Se dará de alta una franja horaria nueva para todas las naturalezas, solo para una naturaleza. .;;;;;;;;;SIN PAQUETE;;;;;;;;;;;;;;;;;;;
CPSCM197;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-012 Dar de baja una franja horaria de pase. ;Se dará de baja una franja horaria para todas las naturalezas, solo para una naturaleza. ;;;;;;;;;SIN PAQUETE;;;;;;;;;;;;;;;;;;;
CPSCM198;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-001-013 Modificar una franja horaria de pase.;;;;;;;;;;SIN PAQUETE;;;;;;;;;;;;;;;;;;;
CPSCM199;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-002-001 Aprobación de pase a producción en ventana urgente.;Autorizar una Aprobación de pase a producción en ventana urgente siendo JU y comprobar la recepción del correo. El pase debe ir adelante.;"Se debe tener ROL-JU.
El pase debe ser en ventana urgente.";;;;;;Planificar pase en ventana urgente.;;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;Comprobar que se solicita aprobación y se recibe el correo.;;;AUTORIZAR el pase y comprobar que se realiza correctamente.;;;;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
El pase debe quedar como finalizado Ok en baseliner.";;;;;;;;;;
CPSCM200;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-002-002 Rechazo de pase a producción en ventana urgente.;Rechazar una aprobación del pase a producción en ventana urgente siendo JU y comprobar la recepción del correo de rechazo. El pase no debe lanzarse.;"Se debe tener ROL-JU.
El pase debe ser en ventana urgente.";;;;;;Planificar pase en ventana urgente.;;;;Comprobar que se solicita aprobación y se recibe el correo.;;;RECHAZAR el pase y comprobar que no se lanza.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
El pase no debe lanzarse.
Comprobar la recepción del correo de rechazo.";;;;;;;;;;
CPSCM201;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-002-003 Aprobación de pase de marcha atrás;Autorizar una Aprobación de pase a producción de marcha atrás en ventana urgente siendo JU y comprobar la recepción del correo. El pase debe ir adelante.;"Se debe tener ROL-JU.
El pase de marcha atrás debe ser en ventana urgente.";;;;;;Planificar pase de marcha atrás en ventana urgente.;;;;Comprobar que se solicita aprobación y se recibe el correo.;;;AUTORIZAR el pase de marcha atrás y comprobar que se realiza correctamente.;;;;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
El pase debe quedar como finalizado Ok en baseliner.";;;;;;;;;;
CPSCM202;SGP;Disponible;BASELINER;TIP:VENTANAS Y APROBACIONES;Mayor;900;vtn-002-004 Rechazo de pase de marcha atrás;Rechazar una aprobación del pase a producción de marcha atrás en ventana urgente siendo JU y comprobar la recepción del correo de rechazo. El pase no debe lanzarse.  ;"Se debe tener ROL-JU.
El pase de marcha atrás debe ser en ventana urgente.";;;;;;Planificar pase de marcha atrás en ventana urgente.;;;;Comprobar que se solicita aprobación y se recibe el correo.;;;RECHAZAR el pase de marcha atrás y comprobar que no se lanza.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
El pase no debe lanzarse.
Comprobar la recepción del correo de rechazo.";;;;;;;;;;
CPSCM203;SGP;Definición;BASELINER;TIP:NOTIFICACIONES;Mayor;900;"msg-chm-001 Pase PROMOTE en ventana normal
(DETALLAR)";"Realizar un pase Pase promote en ventana normal
Comprobar la recepción del correo indicando que el pase está en ejecución
Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";El pase PROMOTE debe ser en ventana normal.;;;;;;Realizar pase PROMOTE en ventana normal.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
1. Comprobar la recepción del correo indicando que el pase está en ejecución
2. Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
3. Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";;;;;;;;;;;;;;;;;
CPSCM204;SGP;Definición;BASELINER;TIP:NOTIFICACIONES;Mayor;900;"msg-chm-002 Pase de DEMOTE en ventana normal.
(DETALLAR)";"Realizar un pase Pase de demote en ventana normal.
Comprobar la recepción del correo indicando que el pase está en ejecución
Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";El pase REMOTE debe ser en ventana normal.;;;;;;Realizar pase DEMOTE en ventana normal.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
1. Comprobar la recepción del correo indicando que el pase está en ejecución
2. Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
3. Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";;;;;;;;;;;;;;;;;
CPSCM205;SGP;Definición;BASELINER;TIP:NOTIFICACIONES;Mayor;900;msg-chm-003 Pase PROMOTE en ventana urgente (autorizando el pase) (DETALLAR);"Realizar un pase Pase promote en ventana urgente (autorizando el pase)
Comprobar que el administrador oportuno recibe un correo de autorización de un pase
Comprobar que cuando se autoriza se recibe otro correo. 
comprobar la recepción del correo indicando que el pase está en ejecución
Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";El pase PROMOTE debe ser en ventana urgente y autorizado.;;;;;;Realizar pase PROMOTE en ventana urgente y autorizar el pase.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
1. Comprobar que el administrador oportuno recibe un correo de autorización de un pase
2. Comprobar que cuando se autoriza se recibe otro correo. 
comprobar la recepción del correo indicando que el pase está en ejecución
3. Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
4. Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";;;;;;;;;;;;;;;;;
CPSCM206;SGP;Definición;BASELINER;TIP:NOTIFICACIONES;Mayor;900;msg-chm-004 Pase de DEMOTE en ventana urgente (autorizando el pase) (DETALLAR);"Realizar un pase Pase de demote en ventana urgente (autorizando el pase).
Comprobar que el administrador oportuno recibe un correo de autorización de un pase
Comprobar que cuando se autoriza se recibe otro correo. 
comprobar la recepción del correo indicando que el pase está en ejecución
Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";El pase DEMOTE debe ser en ventana urgente y autorizado.;;;;;;Realizar pase DEMOTE en ventana urgente y autorizar el pase.;;;;"Comprobar Log de Pase. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución. 
1. Comprobar que el administrador oportuno recibe un correo de autorización de un pase
2. Comprobar que cuando se autoriza se recibe otro correo. 
comprobar la recepción del correo indicando que el pase está en ejecución
3. Comprobar que cuando finalizar el pase envía correo de pase finalizado OK,  o KO 
4. Comprobar que si el pase necesita actualización de linklist se recibe otro correo (ver quien lo recibe)";;;;;;;;;;;;;;;;;
